song_id,spectrogram_id,valence,arousal
42,5,-0.018765499999999997,0.30656728999999994
43,0,-0.08591092999999998,0.39304222
43,1,-0.10895387000000001,0.4062586
43,2,-0.14299228999999997,0.413502
43,3,-0.16581094,0.4170328
43,4,-0.22275598,0.42636229999999997
43,5,-0.25120709999999996,0.4287255
44,0,-0.15134102,-0.2587369
44,1,-0.1456583192,-0.27806723
44,2,-0.14280022399999998,-0.310544576
44,3,-0.11034092609999999,-0.277048685
44,4,-0.12546369,-0.26077466
44,5,-0.13038626,-0.24658889999999997
45,0,-0.4619124,0.04073990000000001
45,1,-0.4747517,0.029929400000000002
45,2,-0.4871903000000001,0.0491606
45,3,-0.5475920999999999,0.0632711
45,4,-0.5746624,0.007814240000000002
45,5,-0.571099,0.032455300000000006
46,0,-0.21651558000000004,0.2176056
46,1,-0.20420458,0.15750762899999998
46,2,-0.21378638899999997,0.17549412999999997
46,3,-0.23067527999999998,0.19875242999999998
46,4,-0.21588757999999997,0.17851873
46,5,-0.206562876,0.16732408000000001
47,0,0.012700050000000001,0.025301484000000006
47,1,0.008491180000000001,0.011632449999999999
47,2,-0.002516097,0.00845458
47,3,-0.00482298,0.021564240000000002
47,4,0.0027824799999999995,0.0211235
47,5,0.015313080000000001,0.02014126
48,0,0.12752924999999998,0.03472396400000001
48,1,0.04778157000000001,0.04246577
48,2,0.0449634731,0.003135937999999999
48,3,0.04830011000000001,-0.011622345
48,4,0.0468394,-0.015595424000000002
48,5,0.045823600000000006,-0.00571438
49,0,0.18278499999999998,-0.03118925999999999
49,1,0.19706510000000005,-0.028986889999999998
49,2,0.17622606999999996,-0.039497120000000004
49,3,0.14589051000000003,-0.03671498
49,4,0.146583869,-0.032102900000000004
49,5,0.15599667,-0.03875117
50,0,-0.0033471099999999995,-0.3073103
50,1,0.00540208,-0.28522681
50,2,-0.0034578700000000005,-0.28183902
50,3,-0.0019188100000000004,-0.27045383
50,4,0.034188073,-0.19290129
50,5,0.01998068,-0.17968463000000004
51,0,-0.10834599299999999,-0.33026449999999996
51,1,-0.07495320000000001,-0.3086534
51,2,-0.08383358999999999,-0.2703993
51,3,-0.10742354300000001,-0.25709424599999997
51,4,-0.14012817000000002,-0.22909327
51,5,-0.23682549199999997,-0.159626089
52,0,0.12587539399999997,0.018895864999999998
52,1,0.10732799,0.02773068
52,2,0.08847316,0.012327144
52,3,0.0636374,0.015372420000000003
52,4,0.025962023,-0.008392133
52,5,0.0405064,0.015074919999999997
53,0,-0.055285530000000006,-0.060446845000000006
53,1,-0.032096192499999995,-0.05249999000000001
53,2,-0.02687258,-0.04745646
53,3,-0.038967299999999996,-0.05528325999999999
53,4,-0.032071617399999995,-0.09017618000000001
53,5,-0.05130812999999999,-0.12890813
54,0,-0.176494143,-0.183547416
54,1,-0.189039036,-0.22594945000000002
54,2,-0.21987089,-0.22455648
54,3,-0.24552088,-0.22760867999999998
54,4,-0.25425572,-0.23983969000000002
54,5,-0.287617583,-0.260988208
55,0,0.10158800000000001,0.21875750999999996
55,1,0.11481509999999999,0.22277490000000003
55,2,0.132308191,0.2265838
55,3,0.15088829999999998,0.22841930000000002
55,4,0.14840270000000003,0.22295328000000003
55,5,0.13951287699999998,0.21784699999999999
56,0,0.12552533,0.2938174800000001
56,1,0.15692314000000002,0.2280752
56,2,0.1589674,0.22497675899999997
56,3,0.16239482,0.32088639999999996
56,4,0.142023522,0.31671269999999996
56,5,0.12235210999999999,0.2802882
58,0,-0.053374978,-0.29742073500000005
58,1,-0.07104020000000001,-0.28210263500000005
58,2,-0.10770526999999999,-0.263842596
58,3,-0.16256402,-0.278674541
58,4,-0.16266919,-0.28272207
58,5,-0.18893622,-0.27777059000000004
59,0,-0.12390514999999999,0.32952378000000004
59,1,-0.12299456,0.31516599999999995
59,2,-0.11963176,0.29126827
59,3,-0.11908890000000001,0.32251369999999996
59,4,-0.12285329999999998,0.3279259
59,5,-0.1346537,0.30580953999999994
60,0,0.20181139999999997,0.070114733
60,1,0.21546737,0.087957449
60,2,0.23897744000000004,0.083329564
60,3,0.22616239,0.073184198
60,4,0.21874069999999998,0.07783870600000001
60,5,0.23784133000000002,0.0816793383
62,0,-0.10107590899999999,0.21674993000000004
62,1,-0.17668226999999997,0.2439882
62,2,-0.19440299999999996,0.24413080000000004
62,3,-0.22070736700000002,0.2329058
62,4,-0.22997183,0.233543
62,5,-0.25716701999999997,0.22205470000000002
64,0,0.040136910000000005,-0.14176217207000003
64,1,0.04635188,-0.140351448
64,2,-0.004543900000000001,-0.14784863
64,3,-0.004652102,-0.16265991
64,4,-0.014099119999999998,-0.17834901999999997
64,5,-0.006407,-0.193704574
65,0,0.110338774,0.3286041123
65,1,0.14237828000000002,0.355046286
65,2,0.13587364600000001,0.36115334
65,3,0.13190569,0.34761187
65,4,0.12745669999999998,0.33174684
65,5,0.148433045,0.29206052000000005
67,0,0.28308663,0.4576726
67,1,0.28769973,0.4710959999999999
67,2,0.31377834,0.4872274
67,3,0.3106075,0.49690855
67,4,0.3108615,0.5116323999999999
67,5,0.3144537,0.5096506999999999
68,0,0.053169690000000006,-0.06423728899999999
68,1,0.044039470000000004,-0.11072580000000001
68,2,0.03829260000000001,-0.11978530099999998
68,3,0.03405103,-0.07496787000000002
68,4,0.03479244,-0.06684066000000001
68,5,0.035814439999999996,-0.07252563999999999
69,0,-0.15741180000000002,-0.3820815999999999
69,1,-0.1697451813,-0.3729352
69,2,-0.197347259,-0.34993420000000003
69,3,-0.21174677000000003,-0.34276024
69,4,-0.22304400800000002,-0.3405215000000001
69,5,-0.22749576,-0.33799105999999995
70,0,-0.20730797399999998,0.06713982
70,1,-0.2210792,0.03350905999999999
70,2,-0.2230783,0.0308072
70,3,-0.22520164199999998,0.030206300000000002
70,4,-0.22751090000000004,0.025061899999999998
70,5,-0.2244797,0.0116269
71,0,-0.006175450000000001,0.159019341
71,1,-0.04372661,0.16507370300000002
71,2,-0.068243843,0.19737554
71,3,-0.0903428084,0.20704659999999997
71,4,-0.096168744,0.2247354
71,5,-0.10455620000000002,0.26826018
72,0,0.20635803,0.4689838
72,1,0.18791929999999998,0.57630636
72,2,0.18954293,0.5925874
72,3,0.17139780999999996,0.6098948999999999
72,4,0.19711353999999998,0.6258808
72,5,0.20308088200000002,0.6224767200000001
73,0,0.1848424,0.36156734999999995
73,1,0.18258800000000003,0.34411684
73,2,0.17143964,0.31917149
73,3,0.1536589,0.28783454899999994
73,4,0.15555213,0.301544197
73,5,0.15121141,0.34055827
74,0,-0.09118898,-0.2568391
74,1,-0.08300260000000001,-0.24481622
74,2,-0.0828291135,-0.23223103999999997
74,3,-0.09359970100000001,-0.272619
74,4,-0.07287249999999999,-0.24601329999999993
74,5,-0.04173546,-0.2417392
76,0,-0.19840871000000002,-0.22699637
76,1,-0.254071252,-0.18621743000000002
76,2,-0.334783512,-0.12805854
76,3,-0.388586264,-0.07434779999999999
76,4,-0.388316113,-0.07160514
76,5,-0.38735867,-0.10768219999999999
77,0,-0.29071354,0.010589429000000001
77,1,-0.33258351999999997,-0.00310911
77,2,-0.36714528,-0.002966
77,3,-0.3826328,-0.03142472
77,4,-0.37314901,-0.00662325
77,5,-0.35674028,-0.023536398
78,0,-0.20422509100000003,-0.33380885000000005
78,1,-0.247647,-0.3292874
78,2,-0.2592498,-0.3362406
78,3,-0.23376792000000002,-0.33482441
78,4,-0.23990450000000002,-0.34042420000000007
78,5,-0.23879799999999998,-0.33124977
79,0,0.15984633,0.24857077
79,1,0.19346239999999998,0.25281552
79,2,0.18357729,0.24084052000000003
79,3,0.190715501,0.24284934000000002
79,4,0.179879258,0.24941774
79,5,0.17651361999999998,0.2629293
80,0,0.14692513,0.314645642
80,1,0.15533823,0.33050649
80,2,0.14984977000000002,0.32963257
80,3,0.14919932,0.32579877999999995
80,4,0.17127019,0.32287909
80,5,0.16835837000000003,0.30859584
81,0,-0.06114675000000001,0.33858479799999996
81,1,-0.10621766699999999,0.32289342
81,2,-0.09640630999999997,0.29572173
81,3,-0.167746936,0.288485
81,4,-0.20540236000000003,0.28635330000000003
81,5,-0.207771227,0.28939507999999997
82,0,-0.36412641,-0.36141600000000007
82,1,-0.34165115999999995,-0.36024519999999993
82,2,-0.29953018,-0.36324880000000004
82,3,-0.28627199999999997,-0.3553071000000001
82,4,-0.279743354,-0.32343730000000004
82,5,-0.26971208,-0.3286054
83,0,0.23166875999999997,0.38745983900000003
83,1,0.2208231,0.4126970099999999
83,2,0.13682604000000004,0.4191827
83,3,0.1524024,0.3886519
83,4,0.15823025999999998,0.3894426
83,5,0.16730479999999998,0.351756964
84,0,0.06501174000000001,0.5526356800000001
84,1,0.0202891,0.5081648000000001
84,2,0.0044562,0.5008098000000001
84,3,0.020183208999999997,0.5024815
84,4,0.041312100000000004,0.5036871
84,5,0.0438319,0.5027965
85,0,0.30704400000000004,0.56714806
85,1,0.30009410000000003,0.55126474
85,2,0.2978039,0.56489869
85,3,0.2992001,0.564132811
85,4,0.29330819999999996,0.573116
85,5,0.29516420000000004,0.5944896
86,0,0.22770054700000003,0.31131180999999997
86,1,0.26508023000000003,0.34333836149999997
86,2,0.27222058,0.37140310000000004
86,3,0.30414754000000005,0.22479855799999998
86,4,0.29477913,0.14871884900000004
86,5,0.304413133,0.20991568700000002
87,0,-0.23555969550000003,0.10287102000000001
87,1,-0.29477204,0.12495735000000001
87,2,-0.396593371,0.11073192999999999
87,3,-0.43347026299999997,0.11007819999999999
87,4,-0.43840589999999996,0.0833903
87,5,-0.4878628599999999,0.0421922
88,0,0.03407314899999999,0.31739304
88,1,0.061998779999999996,0.30164157999999996
88,2,0.16927365,0.3641884
88,3,0.21107985,0.39820348
88,4,0.23510896619999996,0.4273862599999999
88,5,0.25085107,0.4559988
89,0,-0.16704298,-0.11547082
89,1,-0.15106941999999998,-0.116812316
89,2,-0.15210740999999997,-0.10623040000000002
89,3,-0.14660860000000003,-0.151927502
89,4,-0.14718241000000004,-0.23533011800000003
89,5,-0.145741628,-0.29086084999999995
90,0,-0.02171663,-0.062361876999999996
90,1,-0.024327799999999997,-0.06596301
90,2,-0.028334199999999997,-0.07139380000000001
90,3,-0.029347399999999996,-0.10018255000000001
90,4,-0.030537409999999997,-0.20570965000000002
90,5,-0.029184832999999993,-0.261096702
91,0,-0.083934549,-0.10780940000000001
91,1,-0.06855085600000001,-0.07758295999999999
91,2,-0.05129631,-0.06993657
91,3,-0.042898101,-0.070558274
91,4,-0.033857535,-0.06436139999999999
91,5,-0.03958916,-0.06608218
92,0,0.029724572299999995,0.3359249
92,1,-0.02060354,0.31471941999999997
92,2,-0.01963476,0.36896840000000003
92,3,-0.041926990000000004,0.37545319999999993
92,4,-0.05948747000000002,0.37429970000000007
92,5,-0.05335350000000001,0.35501189999999994
93,0,0.28045247,0.3720411
93,1,0.28699726000000003,0.38191390000000003
93,2,0.28000010000000003,0.39731459999999996
93,3,0.2839011000000001,0.40453269999999997
93,4,0.273764595,0.47350539999999997
93,5,0.2869478,0.4965997999999999
95,0,0.08128832999999999,-0.41796180000000005
95,1,0.1115458,-0.3953202
95,2,0.004450310000000003,-0.37899099999999997
95,3,-0.050664129999999995,-0.36399531
95,4,-0.04782068,-0.3968321
95,5,-0.0449479,-0.41098
96,0,0.2616897100000001,0.38193636
96,1,0.2591739,0.41218994000000003
96,2,0.27763749,0.431942548
96,3,0.32695617999999993,0.42637661
96,4,0.33089960000000007,0.418551295
96,5,0.35966943999999995,0.45081729
98,0,-0.41974828000000003,0.10316381999999999
98,1,-0.43683213,0.12419759999999999
98,2,-0.44918353999999994,0.1410528
98,3,-0.49179319999999993,0.13583237
98,4,-0.5116271,0.135598985
98,5,-0.5169335,0.13028257000000001
99,0,-0.0342769,0.03734234
99,1,-0.04538264,0.0323614
99,2,-0.057025896,0.0381811
99,3,-0.06842325299999999,0.04524622800000001
99,4,-0.08640199000000001,0.0308680063
99,5,-0.08501143000000001,0.00945611
101,0,-0.24518784,-0.22272515969999995
101,1,-0.2756294,-0.256275598
101,2,-0.30906523999999996,-0.250209913
101,3,-0.36118649999999997,-0.173279022
101,4,-0.3802775,-0.14425573300000002
101,5,-0.4086893,-0.12675252
102,0,0.13639649999999998,0.33953249999999996
102,1,0.13847776399999998,0.33497911
102,2,0.12761494999999998,0.29939362999999997
102,3,0.11379984000000001,0.31818088
102,4,0.12037861000000001,0.35561389
102,5,0.12785085,0.39719550000000003
103,0,-0.19222234,0.2994601
103,1,-0.210360572,0.284557
103,2,-0.22622532999999997,0.26945108999999995
103,3,-0.23149799,0.28848203000000006
103,4,-0.23945360999999998,0.28869722
103,5,-0.19587633,0.25553504099999996
104,0,-0.37315646999999996,0.48224908099999997
104,1,-0.37420961999999997,0.42310857999999996
104,2,-0.37944617,0.40768725000000006
104,3,-0.38987059,0.40186658100000006
104,4,-0.38971067000000004,0.4037768400000001
104,5,-0.3951757999999999,0.4085875
105,0,0.10043907999999999,0.3734364
105,1,0.08503422000000001,0.37825703
105,2,0.0940539,0.3741675000000001
105,3,0.08829177000000002,0.36877150000000003
105,4,0.08562552999999998,0.3598501
105,5,0.077706835,0.36022922079999997
106,0,-0.10133199999999998,0.03563052
106,1,-0.16108915999999998,0.04867472600000001
106,2,-0.22369347,-0.022529570999999998
106,3,-0.24344990000000002,-0.027089933
106,4,-0.250644645,-0.018471316999999998
106,5,-0.273809747,-0.012463428999999998
107,0,-0.13799318,0.23441218999999996
107,1,-0.12797398999999998,0.25729948
107,2,-0.12518011999999998,0.27673014
107,3,-0.10465307400000001,0.286439
107,4,-0.03234298000000001,0.296916
107,5,-0.019725,0.2911592
108,0,-0.10948754100000002,-0.03614719
108,1,-0.11078372,-0.044681509999999994
108,2,-0.11310100000000001,-0.046421005999999994
108,3,-0.13113120000000003,-0.058363692
108,4,-0.151404,-0.057712933
108,5,-0.1402272,-0.05325837600000001
109,0,0.038929513,0.05125940000000001
109,1,0.03781342,0.07278564000000001
109,2,0.013505689999999997,0.0543164
109,3,0.005472989999999999,0.0223872
109,4,0.015887965999999996,-0.0245709
109,5,0.012542910999999999,-0.037033
110,0,-0.27393976000000003,-0.24190839999999997
110,1,-0.3007283,-0.24139062
110,2,-0.33361300000000005,-0.15432669
110,3,-0.38091881999999994,-0.12115414
110,4,-0.4176498323000001,-0.13636330000000002
110,5,-0.4670014,-0.14379575
111,0,-0.004082837000000001,0.094689253
111,1,0.0037836259999999996,0.1127798562
111,2,0.002984563,0.11999821000000002
111,3,0.01191095,0.10045123999999998
111,4,0.013720211,0.08786319000000001
111,5,0.03325886000000001,0.09859053
112,0,0.27226276,0.350607297
112,1,0.30084676000000005,0.35418568
112,2,0.26854992600000005,0.36281763
112,3,0.26467745,0.37849330000000003
112,4,0.2783467,0.3700152
112,5,0.2970380999999999,0.36097460000000003
113,0,-0.102269066,0.23007433700000002
113,1,-0.10732298299999998,0.24421218000000003
113,2,-0.09201982,0.25002289
113,3,-0.140020922,0.253034472
113,4,-0.15977647,0.26094706
113,5,-0.13854893100000001,0.26501596
114,0,0.25486225,0.0753046
114,1,0.26108578,0.07090562
114,2,0.2702506,0.08661920999999997
114,3,0.27195011999999996,0.15116909299999998
114,4,0.25921840900000004,0.23475171999999994
114,5,0.2597587982,0.24152481999999997
115,0,0.5292251269999999,0.6574315
115,1,0.57592437,0.6681128000000001
115,2,0.563378511,0.7159770000000001
115,3,0.5627421800000001,0.6985317
115,4,0.5472330000000001,0.6724319999999999
115,5,0.427993988,0.47841983999999993
116,0,-0.15222401,0.00465724
116,1,-0.14800671,0.0009313899999999995
116,2,-0.1426818,-0.013475480000000001
116,3,-0.17999618999999997,-0.019088972
116,4,-0.21933871899999996,-0.028456799999999997
116,5,-0.229326936,-0.054831394
117,0,0.1340093436,-0.15501926
117,1,0.16184149500000003,-0.16742640999999997
117,2,0.170685358,-0.16871492
117,3,0.170336501,-0.088553577
117,4,0.13246180899999999,-0.05305571
117,5,0.139221666,-0.05578737
118,0,0.0036672829999999995,-0.10536720200000001
118,1,0.00523003,-0.08636919
118,2,0.00558905,-0.07607269
118,3,-0.0006245399999999997,-0.04863258999999999
118,4,-0.00671368,-0.026873619999999997
118,5,-0.01784826,-0.0034416200000000007
119,0,-0.12935349,-0.037074399999999993
119,1,-0.14275749999999998,-0.035076300000000005
119,2,-0.16247901999999997,-0.05801321
119,3,-0.18723733999999997,-0.06438965
119,4,-0.240051381,-0.05836200000000001
119,5,-0.33430587,-0.06164199999999999
120,0,-0.11729856670000001,-0.17172789
120,1,-0.098026903,-0.14686906000000002
120,2,-0.086758838,-0.12802147000000003
120,3,-0.080422,-0.1104403
120,4,-0.06346724000000001,-0.12143763
120,5,-0.051013260000000005,-0.12543755
121,0,-0.06402902299999999,-0.40869172000000004
121,1,-0.05655536,-0.37519355
121,2,-0.05580056,-0.37766700000000003
121,3,-0.08623742000000001,-0.39488979999999996
121,4,-0.098606736,-0.3888766
121,5,-0.10061681,-0.39177088
122,0,-0.013426090000000002,0.26820890700000005
122,1,-0.026623800000000003,0.280974233
122,2,-0.017386699999999998,0.28807590000000005
122,3,-0.01772142,0.27655620000000003
122,4,-0.030709430000000003,0.29028095
122,5,-0.033820713999999995,0.26759647
123,0,0.27982391630000003,0.30392735000000004
123,1,0.29590742,0.28448799999999996
123,2,0.31197385,0.31367598
123,3,0.305387768,0.361110059
123,4,0.27464085000000005,0.37602856
123,5,0.27743379900000004,0.382969496
124,0,-0.32772102,-0.10965889700000002
124,1,-0.36102038,-0.1311906
124,2,-0.38350028,-0.11501389000000002
124,3,-0.40136066000000004,-0.047337067999999996
124,4,-0.4222678999999999,-0.041733900000000004
124,5,-0.42156289999999996,-0.00704042
125,0,-0.1129916,-0.013641899999999995
125,1,-0.1138318,-0.017366
125,2,-0.14261949000000002,-0.025406500000000005
125,3,-0.14487049999999996,-0.05065874
125,4,-0.1422714,-0.07197051
125,5,-0.13777599999999998,-0.064874769
126,0,0.31124057,0.03997663
126,1,0.32887053999999993,0.07167117
126,2,0.34367886,0.07901968
126,3,0.32643722,0.0954972
126,4,0.32630378000000004,0.09973112
126,5,0.317287,0.09529499999999999
127,0,0.08449813999999999,-0.44604920000000015
127,1,0.097433964,-0.4507875
127,2,0.12696421,-0.46814999999999996
127,3,0.16149354,-0.4821824
127,4,0.16853898,-0.49590164999999997
127,5,0.13961878,-0.48417468
128,0,-0.2082738,-0.32141196000000005
128,1,-0.22170598,-0.3444823398
128,2,-0.22693971999999998,-0.31820940999999997
128,3,-0.23394878999999996,-0.29687262160000005
128,4,-0.24507795,-0.3116746
128,5,-0.253135644,-0.31001353
129,0,0.28430197,-0.079684232
129,1,0.30560332999999995,-0.08257643209999999
129,2,0.30007259999999997,-0.09437909000000001
129,3,0.280508372,-0.0993434
129,4,0.2895772,-0.10536002999999998
129,5,0.30425789999999997,-0.11728708399999999
130,0,0.011888501999999999,-0.092738429
130,1,0.020607386999999998,-0.20085709999999998
130,2,0.0048928139,-0.23402016899999997
130,3,-0.0661849,-0.25194679999999997
130,4,-0.11735709399999998,-0.28026998999999997
130,5,-0.038095341,-0.28396066000000003
131,0,-0.11755986999999998,0.173409663
131,1,-0.017528179999999994,0.31415157
131,2,0.0014342457,0.37956199
131,3,-0.00020024000000000083,0.38868899999999995
131,4,-0.017295685,0.35652984
131,5,-0.01740164,0.312112006
133,0,-0.60072516,-0.35628037999999995
133,1,-0.6146132999999999,-0.35076889999999994
133,2,-0.6055378,-0.35453799999999996
133,3,-0.56469498,-0.35597793
133,4,-0.58729786,-0.364620380235
133,5,-0.58602576,-0.41387919999999995
134,0,0.10570355000000001,0.00997836
134,1,0.11077792099999999,-0.02402358
134,2,0.14217858,-0.0032990670000000006
134,3,0.19874926,0.00600882
134,4,0.20347386000000003,0.1025807
134,5,0.20045758400000002,0.1532838
135,0,-0.25052336999999997,-0.05437463800000001
135,1,-0.29413217999999997,-0.0607479
135,2,-0.27792189,-0.07696456
135,3,-0.30057695000000006,-0.14836987999999998
135,4,-0.311916343,-0.18557008799999997
135,5,-0.30740470000000003,-0.14187016
136,0,0.24573750999999996,0.49611406999999996
136,1,0.25061938,0.48838080999999994
136,2,0.289703499,0.4377889300000001
136,3,0.3236206854,0.45453082
136,4,0.32411609999999996,0.46102620000000005
136,5,0.3238058,0.46257249999999994
137,0,0.13376637500000002,-0.17468750000000002
137,1,0.20545514000000004,-0.2012155
137,2,0.23436552000000002,-0.19991189999999998
137,3,0.24784515000000001,-0.19408280000000003
137,4,0.23954700999999998,-0.2030976
137,5,0.23970972000000002,-0.19925381000000003
138,0,-0.42470810000000003,-0.10562621999999999
138,1,-0.40804036000000005,-0.118353
138,2,-0.3933766,-0.09615583000000001
138,3,-0.40138000000000007,-0.0839352956
138,4,-0.44266304000000006,-0.07233507
138,5,-0.5138560099999999,-0.06571285000000002
140,0,-0.10175243,-0.026558719999999997
140,1,-0.11318984000000001,-0.00473681
140,2,-0.11417453000000002,0.04099222
140,3,-0.11722271,0.0410113402
140,4,-0.09568480000000001,0.012164455000000001
140,5,-0.07675456,0.00205049
142,0,0.14753950999999998,-0.022238749999999998
142,1,0.143620044,-0.020658089999999997
142,2,0.12098342,-0.0227032
142,3,0.127846178,0.01757224
142,4,0.17149739999999997,0.031961534
142,5,0.129743789,-0.03303754
143,0,0.048288893000000006,-0.1841874
143,1,0.019633459000000002,-0.21302193000000003
143,2,0.025712133000000005,-0.2006599
143,3,0.025455689999999996,-0.169361059
143,4,-0.007988789999999999,-0.1834245
143,5,0.00597436,-0.114824292
144,0,0.028121717999999997,-0.32821467000000004
144,1,0.015073791999999999,-0.34491
144,2,0.0014046899999999997,-0.35455479999999995
144,3,-0.00985625,-0.3558938
144,4,-0.00820596,-0.3693446000000001
144,5,0.00536895,-0.36261129
145,0,0.05806513,-0.2654158
145,1,0.08194507300000001,-0.30557038
145,2,0.11976192999999999,-0.30356721
145,3,0.15407557,-0.299077611
145,4,0.055803000000000005,-0.30697953
145,5,0.03391561,-0.2937152
